train_idx,text,label,label_text
2882,con time diaper wipe get stuck disposal area making hard turn handle back forth,0,negative
2883,screen clear readable touch pad work well took le day get hang like better click button fiddle separate volume control,1,positive
2884,recommend unreservedly powershot g3 potential buyer looking first class digital camera reasonable price better camera period,1,positive
2885,great looking easy use device sound quality truly amazing far better sony mini disc player,1,positive
2886,perfect odor free diaper pail yet invented diaper champ good get,1,positive
2887,tried called apex cu st service help,0,negative
2888,within year problem menu dial knob,0,negative
2889,might inquire make first priority carefully simply explain download music music library device seems academic,0,negative
2890,handset quality great speakerphone quality headset audio quality,1,positive
2891,would either play song skip wildly matter unit resting desk,0,negative
2892,3 champ odor free least 15 month,1,positive
2893,pro design nice color,1,positive
2894,look size,1,positive
2895,compared musicmatch software better filing system easier use,1,positive
2896,came good fence simple yet precise thats well made break,1,positive
2897,noticed micro adjustment knob collet well made work well,1,positive
2898,find feature phone useless since really need function anyway really use,0,negative
2899,modern pc lot speed memory firewall brought halt,0,negative
2900,experience problem installation visit symantec website click support tab click home home office support automated support assistant scan norton program file computer tell working right fix,0,negative
2901,excellent job keeping odor contained diaper genie never,1,positive
2902,think insulting norton requires customer jump hoop anyone provide proof purchase whether phone online computer equal priority,0,negative
2903,camera beautiful,1,positive
2904,picture r amazing,1,positive
2905,achilles heel router inability stream music copy large file local network,0,negative
2906,box proudly display securest tm wireless made simple one touch setup button easy start easy security easy everyday apparently linksys cisco know ease setup crucial,0,negative
2907,one dvd received christmas present kept freezing,0,negative
2908,stand come useful prop desk,1,positive
2909,people commented size weight phone rightfully gotten nick name bar soap really,0,negative
2910,extra gig room fm radio voice recorder pim application sync outlook,1,positive
2911,every review written tech line true waiting close 45 minute finally spoke rep,0,negative
2912,think o control well thought although admit bit intimidated first hour micro interface control became second nature first day,1,positive
2913,amazement even process error prone,0,negative
2914,purchased 3 universal remote far claiming work apex dvd player none worked,0,negative
2915,took several day attempt thing finally worked n clue,0,negative
2916,control much inferior simple ipod one,0,negative
2917,memory hold amazing amount song entire collection cd fit great little tiny piece digital fun,1,positive
2918,buy smaller bag come like 250 roll scented like 6 00 work great,1,positive
2919,impressed inexpensive player first three hour died,0,negative
2920,recognize player random time despite connected displaying player library,0,negative
2921,especially like commonly used button play pause stop larger conveniently placed,0,negative
2922,looked buying inexpensive dvd player standard set feature item seemed best category,1,positive
2923,work perfectly netgear wireless paramecia,1,positive
2924,box accessory arm strap belt strap case anything would nice nope moveable part make almost want keep 3rd gen 4th moveable part easy damage ipod gym casual listener note ipod mini moveable part made titanium,0,negative
2925,viewfinder accurately represent picture taken,0,negative
2926,look fantastic,1,positive
2927,problem installing norton extended way beyond symantec reasonably expect public deal,0,negative
2928,used month say consistently produce topnotch photo,1,positive
2929,battery alot better phone,1,positive
2930,addition think battery last much eight ten hour take four hour full charge,0,negative
2931,however one month headphone jack broken result normal every day use,0,negative
2932,two biggest thing excellent working speakerphone unlike nokia 3650 superb reception nokia known gsm phone make,1,positive
2933,con break easily,0,negative
2934,still willing overlook thing unit look sleek myriad feature,1,positive
2935,downside get pretty stinky long pail full,0,negative
2936,fast included creative software much le invasive overall better looking,1,positive
2937,camera worth every penny highly recommend,1,positive
2938,n6600 support midi wav arm mp3 etc,1,positive
2939,8 ounce pretty light light ipod,1,positive
2940,4 usb 2 0 mean fast data transfer 1 song sec,1,positive
2941,front cover pop easily always mine case n notice first day,0,negative
2942,far heavier much larger might seem matter except use running keep pocket,0,negative
2943,find great feature,1,positive
2944,many people written software one downfall personally n single problem software running window,1,positive
2945,1 record around 1 hour video phillips camcorder pro,1,positive
2946,one good thing 40 gb disk space well 38 gb reality,1,positive
2947,start log log everything became slow,0,negative
2948,entire unit poorly crafted,0,negative
2949,one major thing disappointed player battery life,0,negative
2950,grain terrible,0,negative
2951,intuitive menu big plus camera,1,positive
2952,going need buy new headphone stock one suck,0,negative
2953,box included little polyester pull string bag yes read right bag something boy would carry ten marble try pas case,0,negative
